huuid,depart ,arrivée,type_itinéraire,difficulte,type_sol,longueur,largeur,altitude_min,altitude_max,etat_itineraire
b69aa8dc-befe-4626-879f-58446911c8f3,"6.444254080153558,45.24007403575142","6.44486974721029,45.24011465497284",Sentier,,Goudron,53.7,"1,2 m",,,Bon
fa486bc6-94a9-404c-9490-37eb202e2105,"6.444254080153558,45.24007403575142","6.442903719971008,45.241001515542834",Sentier,,Herbe + terre,166.17,"1,2 m",,,Bon
4c351356-3143-4e5b-ac38-49a43d565c78,"6.446247923615698,45.240137353181176","6.447238015274745,45.2399431488801",Route,,Goudron,91.17,3.5,,,Bon
f8a8270e-1960-479f-aa23-f3778657b749,"6.440706949562994,45.24345981913628","6.442645524006195,45.24114001292772",Sentier,,Cailloux + terre,336.04,"1,2 m",,,Bon
d4ac322e-07f3-4f55-9923-d4367939a27b,"6.445083287203709,45.24012523747389","6.44486974721029,45.24011465497284",Route,,Goudron,2021-05-17 00:00:00,4,,,Bon
6b3f2037-ccec-4e1c-a856-eac1813dc213,"6.447664996427219,45.24014983900906","6.447238015274745,45.2399431488801",Route,,Goudron,41.92,4,,,Bon
516a5f07-f66e-45ac-aed4-f45817b4d757,"6.445191514436323,45.24006068497043","6.445751896620174,45.23996879508945",Route,,Goudron,59.35,2,,,Bon
eb08f484-69c5-4dad-bdd2-83ff57af213a,"6.447664996427219,45.24014983900906","6.448057405785369,45.24010450643477",Route,,Goudron,31.25,2,,,Bon
8b1fb719-2e6c-44dc-9014-bdca1d989035,"6.453001981497929,45.24130223188295","6.454885000174269,45.23890700047913",Chemin,,Cailloux + terre,393.36,"1,2 m",,,Bon
1f3cfeac-bdc2-4d23-afce-5231e7278814,"6.446247923615698,45.240137353181176","6.445719116872916,45.239870728048494",Route,,Goudron,52.25,2,,,Bon
6b3a4f01-9857-4d4f-8197-ec5a995612e7,"6.463034743641415,45.24140229996444","6.460052378472144,45.241000374792485",Sentier,,Cailloux + terre,276.49,"1,2 m",,,Bon
f3f23409-7ee8-4937-806a-0302582f6030,"6.458855653862513,45.24120971853656","6.460052378472144,45.241000374792485",Route,,Goudron,97.83,0,,,Bon
2680476b-bc11-47ee-8727-6bd038833637,"6.454368865322234,45.23827651372018","6.454885000174269,45.23890700047913",Sentier,,Cailloux + terre,82.99,"1,2 m",,,Bon
b7ddae1e-f1c3-4ae2-a9ed-ddb2949c117b,"6.454885000174269,45.23890700047913","6.45783859630277,45.240327731485735",Sentier,,Cailloux + terre,373.31,"1,2 m",,,Bon
f2dd2d64-9408-415f-b524-2fae1ec07a03,"6.45783859630277,45.240327731485735","6.458314618178041,45.241326199838504",Sentier,,Cailloux + terre,120.25,"1,2 m",,,Bon
82164270-252e-4d49-ae24-6ff1ad1b864a,"6.47199241332641,45.25136428873079","6.472050937140438,45.25210552092739",Route,,Goudron,96.36,4,,,Bon
6bb56af9-5822-44c4-9cf7-a5fe7cfb76ed,"6.464774264271966,45.249068247635755","6.464358758797613,45.24865681884523",Route,,Goudron,60.98,4,,,Bon
75c9682e-3f95-4912-9c01-57afc5e412aa,"6.470856594445909,45.25200901691791","6.471309565012015,45.25205540782485",Route,,Goudron,38.02,4,,,Bon
acfbe973-d7f6-4c1d-8344-dd98ebeb49b4,"6.466255176344625,45.25058802564236","6.465616328893015,45.25017356369615",Route,,Goudron,68.09,4,,,Bon
9aae5941-c597-4a97-b271-49189b023660,"6.464642225559522,45.24394583719592","6.464048689501255,45.24298238336462",Route,,Goudron,177.19,4,,,Bon
f4df6a36-ef83-4463-984a-eed0fb91288e,"6.485060035046942,45.226319001651","6.481361569164656,45.23301443831621",Sentier,,Herbe + terre,876.03,"1,2 m",,,Bon
5182c5ed-3bb2-4169-9e6d-060995262c99,"6.491534096977369,45.2242577473285","6.490786233252452,45.22444664859092",Sentier,,Herbe,68.38,"1,2 m",,,Bon
9b5e410c-3a6f-4645-8742-5ac714fd6cfb,"6.464358758797613,45.24865681884523","6.464062458204525,45.245689297205814",Sentier,,Herbe + terre,375.14,"1,2 m",,,Bon
8bdcdbd0-623f-4277-b02f-976eee35b121,"6.464048689501255,45.24298238336462","6.463034743641415,45.24140229996444",Route,,Goudron,198.15,4,,,Bon
903be99d-770b-4aba-ac11-1ea7cac1af7f,"6.491736420893496,45.224581116438024","6.491534096977369,45.2242577473285",Sentier,,Gravier,51.04,"1,2 m",,,Bon
64ee1104-682c-4667-8a5d-720686e61bdc,"6.490786233252452,45.22444664859092","6.489756048729456,45.22468662408582",Route,,Goudron,87.31,4,,,Bon
3298dbdd-c388-4dfb-a266-4499cb729283,"6.481361569164656,45.23301443831621","6.477700076231821,45.23846658954009",Route,,Goudron,704.94,4,,,Bon
ff74f792-7ad1-4713-a5d2-7edf7846d67a,"6.466903000612582,45.25125120091792","6.466255176344625,45.25058802564236",Sentier,,Herbe + terre,93.62,"1,2 m",,,Bon
56b53de4-5e3b-423e-babb-29e882eb8567,"6.464062458204525,45.245689297205814","6.464642225559522,45.24394583719592",Sentier,,Herbe + terre,217.91,"1,2 m",,,Bon
e5b22605-80fe-4073-94d9-55a480ca4635,"6.466903000612582,45.25125120091792","6.470856594445909,45.25200901691791",Sentier,,Herbe + terre,328.41,"1,2 m",,,Bon
2101872c-e97f-4905-9c0d-b6d6c2a7f733,"6.486145809744606,45.248567607610454","6.484130173531874,45.24908477964591",Sentier,,Cailloux + herbe,178.38,"1,2 m",,,Bon
3612c694-1b86-4e5d-ad45-2308313179c0,"6.462428282140064,45.29420592307899","6.46589481660659,45.2841457669939",Sentier,,Cailloux + terre,1421.26,"0,4 m",,,Assez bon
ab0cfa60-af61-4dd1-b739-f7a432986251,"6.484178676292415,45.25675864861282","6.484039726921383,45.25328372616861",Chemin,,Cailloux + gravier,406.92,"2,00 m",,,Bon
def8057a-445d-4317-9ccc-f2443bed64e1,"6.484039726921383,45.25328372616861","6.483278592970071,45.249683922684014",Chemin,,Gravier,426.05,"3,5 m",,,Bon
ceb6ce80-bb6d-4625-9b48-b1538ff424c6,"6.469011431170181,45.292098741863185","6.473943779329311,45.28585580233389",Chemin,,Cailloux + terre,2051.26,"2,00 m",,,Bon
c735c415-b3b5-43e9-ad92-6a6a437cfe41,"6.468584922696084,45.274360081077376","6.468988014618366,45.272024906643",Route,,Goudron,362.53,0,,,Bon
5fa39681-f5c9-4f26-8ab0-9e4f2d44c9bd,"6.462514402672234,45.26218624335357","6.459980725922192,45.264423350812244",Chemin,,Herbe + terre,429.82,"2,00 m",,,Bon
225cce47-7a3a-42be-99e2-5301670b15bc,"6.487471122664725,45.24818614974883","6.486145809744606,45.248567607610454",Chemin,,Herbe + gravier,213.66,"2,00 m",,,Bon
31959d6b-f0f5-45f0-8fe1-a6c20284cb86,"6.493397739621153,45.24751440932391","6.495105055788081,45.24681839394043",Chemin,,Gravier,184.59,"2,00 m",,,Bon
9e4571b3-d410-4ed5-8d8a-3825d8254f3e,"6.487664283779534,45.25861788078092","6.48912986636625,45.257933855939356",Chemin,,Cailloux + gravier,293.24,"2,00 m",,,Bon
21c9a8e0-7e67-4db6-be52-78f58d89b108,"6.501288711239251,45.24806657707579","6.503735028797027,45.24816166310538",Chemin,,Gravier,307.87,"2,00 m",,,Bon
f03abc0e-179c-4088-9eb4-f68e7c0e0359,"6.490347781318122,45.25702169949677","6.48912986636625,45.257933855939356",Sentier,,Cailloux + herbe,153.06,"0,8 m",,,Bon
b0545d66-e94a-49e9-b4f0-fbdb20706cc7,"6.491828678166672,45.2610927380065","6.490347781318122,45.25702169949677",Sentier,,Cailloux + herbe,1010.02,"0,8 m",,,Bon
575dc5b8-aefd-4eb4-98bc-2d60f51a2f0e,"6.469946769773135,45.283442645958274","6.468279892073977,45.281695337226715",Sentier,,Cailloux + herbe,245.7,"0,8 m",,,Mauvais
0f21f92d-36f4-47d6-99a6-cb7e1c30f41b,"6.484039726921383,45.25328372616861","6.486954464138799,45.25404109271874",Chemin,,Cailloux + gravier,719.8,"2,00 m",,,Bon
b77322f9-c680-45ff-b9dc-2d29d7d722df,"6.46589481660659,45.2841457669939","6.457646405982266,45.283249505630636",Sentier,,Herbe + gravier,807.47,"0,8 m",,,Bon
cdd577c2-e501-4ab3-89d8-4a4aef4467e4,"6.459980725922192,45.264423350812244","6.457646405982266,45.283249505630636",Sentier,,Cailloux + terre,3423.89,"0,8 m",,,Bon
8e86a682-33b0-4e61-9c6b-114d936803f5,"6.472254723493976,45.28354632153817","6.469946769773135,45.283442645958274",Chemin,,Herbe + terre,320.1,"2,00 m",,,Bon
02255d1c-47ee-482b-9bdd-feb67c2f9109,"6.469946769773135,45.283442645958274","6.46589481660659,45.2841457669939",Chemin,,Herbe + terre,415.41,"2,00 m",,,Bon
c0216ac4-ac0f-4f2d-9f31-5697e1a86aed,"6.470244652633612,45.27632555600259","6.468584922696084,45.274360081077376",Route,,Goudron,549.11,"2,00 m",,,Bon
17705beb-de95-4aa9-9fa6-76414d2bbe90,"6.473943779329311,45.28585580233389","6.472254723493976,45.28354632153817",Chemin,,Cailloux + terre,291.81,"2,00 m",,,Bon
30f352d9-b65c-4ea9-9e83-fb3ea089dac5,"6.474772964533151,45.26251960130844","6.477943935497962,45.26298110320789",Sentier,,Herbe + gravier,333.97,"2,00 m",,,Bon
647bafb0-be83-48c2-b895-c7d7a54250d5,"6.469171393317309,45.27065692078615","6.471029802387398,45.26545126637975",Route,,Goudron,1021.1,0,,,Bon
d0645720-4ecb-4fe5-9f71-d62e608ae014,"6.478775224904276,45.26198814830555","6.478327246124779,45.26278644299981",Sentier,,Herbe + terre,104.74,"0,8 m",,,Bon
ee9fe201-799c-42e1-a353-f39843d846ae,"6.494912242301336,45.24993165059326","6.4958422668378,45.248076432914814",Sentier,,Cailloux + herbe,249.75,"1,2 m",,,Bon
f16377a0-436b-4e99-94bb-584804326a79,"6.49698478632973,45.249735855412595","6.501288711239251,45.24806657707579",Sentier,,Herbe,423,"2,00 m",,,Bon
68daa1f2-c535-4550-8172-10c161088a67,"6.49698478632973,45.249735855412595","6.494912242301336,45.24993165059326",Chemin,,Herbe,166.83,"1,2 m",,,Bon
6b20349c-cdc5-4c3a-94e1-fd8dca01a1a2,"6.478775224904276,45.26198814830555","6.479036080944736,45.26103080932029",Sentier,,Herbe + terre,113.3,"0,8 m",,,Bon
f1929bfd-a399-4d77-95d2-eafe1ec5d2ff,"6.478327246124779,45.26278644299981","6.477943935497962,45.26298110320789",Sentier,,Herbe + terre,39.43,"0,8 m",,,Bon
e6b4d93b-7bf1-4be8-999b-ebfc31822417,"6.481966823937247,45.25957548346275","6.487516809491324,45.257001261040664",Sentier,,Herbe + terre,660.71,"0,8 m",,,Bon
0502b1e4-ec47-493d-8e20-4863e7722621,"6.482519586838285,45.25750074094246","6.479036080944736,45.26103080932029",Sentier,,Herbe + terre,526.91,"0,8 m",,,Bon
9c30076a-3296-4c5a-9120-3965dea2bd04,"6.473266786655406,45.27554349285888","6.470244652633612,45.27632555600259",Route,,Goudron,263.67,"2,00 m",,,Bon
1dbdddab-1f07-4bbb-b975-02e0ac8b6b3f,"6.470079242973518,45.25467373339829","6.469529258959774,45.25634868234873",Chemin,,Gravier,261.17,"2,00 m",,,Bon
feff82c7-a108-4e36-9b70-55103b2405a9,"6.466356329286917,45.2780186066013","6.468603792894066,45.27431446814949",Sentier,,Cailloux + herbe,668.52,"0,8 m",,,Mauvais
27812c6b-9753-4022-b757-534ea7701a4b,"6.468279892073977,45.281695337226715","6.466356329286917,45.2780186066013",Sentier,,Cailloux + herbe,491.71,"0,8 m",,,Mauvais
8f566789-d81e-4ce6-b15a-13f558e25d55,"6.493397739621153,45.24751440932391","6.487471122664725,45.24818614974883",Sentier,,Cailloux + herbe,637.31,"1,2 m",,,Bon
aeeef6ec-6754-40a0-bd75-a53707b5d5e5,"6.472294002447055,45.283311936174385","6.473266786655406,45.27554349285888",Route,,Goudron,2052-05-01 00:00:00,"2,00 m",,,Bon
1a492126-4759-435d-aad7-5cee81e4d52a,"6.468988014618366,45.272024906643","6.469171393317309,45.27065692078615",Route,,Goudron,163.28,0,,,Bon
12ae5825-a5db-465c-8b13-551f1849507b,"6.487516809491324,45.257001261040664","6.487664283779534,45.25861788078092",Chemin,,Cailloux + gravier,204.81,"2,00 m",,,Bon
e37f6b88-bc8f-4a27-ba57-7740cc010af5,"6.471029802387398,45.26545126637975","6.474772964533151,45.26251960130844",Chemin,,Herbe + gravier,592.04,"2,00 m",,,Bon
b4b81b6e-fbe4-4059-bcb3-753aa60cafc4,"6.487516809491324,45.257001261040664","6.486954464138799,45.25404109271874",Chemin,,Cailloux + gravier,503.34,"2,00 m",,,Bon
47374605-25ac-4994-8333-75c8ec16f34f,"6.483278592970071,45.249683922684014","6.484130173531874,45.24908477964591",Chemin,,Herbe,101.05,"2,00 m",,,Bon
893bd6cd-e9e6-4e8c-99ea-aaf24762126b,"6.487664283779534,45.25861788078092","6.473266786655406,45.27554349285888",Sentier,,Herbe + terre,2594.43,"1,2 m",,,Bon
8d4d56a2-a230-41a9-a72c-1cefcf326c46,"6.491828678166672,45.2610927380065","6.503735028797027,45.24816166310538",Sentier,,Cailloux + herbe,2160.55,"0,4 m",,,Bon
2982ccbe-67ec-44cb-90bb-d10dc00134d4,"6.486882513836713,45.25401179614511","6.484178676292415,45.25675864861282",Sentier,,Cailloux + terre,466.85,"0,4 m",,,Assez bon
9de75d4c-96ea-4366-bc72-783155ff4b50,"6.469529258959774,45.25634868234873","6.466940781775333,45.2635677665932",Sentier,,Herbe + terre,898.88,"0,8 m",,,Bon
92355c2b-28f7-4536-8e93-cf58f8bb5240,"6.462428282140064,45.29420592307899","6.469011431170181,45.292098741863185",Sentier,,Herbe + terre,769.06,"0,4 m",,,Bon
3d8feb6d-9906-4de8-9684-e1b5281ed4b8,"6.464647103770152,45.29631719395876","6.462428282140064,45.29420592307899",Sentier,,Cailloux + terre,311,"0,4 m",,,Bon
2eb22fa8-6188-41c9-9dd2-2cdfe279b8e0,"6.453330708128383,45.29394538564408","6.458725283943905,45.29410339750709",Sentier,,Cailloux + terre,568.91,"0,4 m",,,Mauvais
aa02f657-6d06-43dc-9435-a75230ca1f60,"6.450309841041059,45.29734693586779","6.462428282140068,45.294205923079",Sentier,,Cailloux + terre,2314.35,"0,4 m",,,Assez bon
7e04d650-a556-4a22-b98b-8f4d2a9b9305,"6.469011431170181,45.292098741863185","6.479104981084803,45.29107617744327",Sentier,,Herbe + terre,952.75,"0,4 m",,,Bon
a0771f0a-ec13-4962-8f20-ec7dcb57527f,"6.523002780192876,45.2759874580908","6.521019713189149,45.27455481850311",Sentier,,,322.23,0,,,
820c2f17-a8b2-4900-b06c-12f2881bd343,"6.510631683518998,45.25283853311414","6.521741650340585,45.24935603334596",Chemin,,Cailloux + gravier,1929.93,"2,00 m",,,Bon
344ffcfd-1590-4502-a560-27b19082738d,"6.52445609653492,45.262306953101366","6.523002780192876,45.2759874580908",Sentier,,,1966.82,0,,,
9954f145-a0e6-4e9b-8e1a-63b1be9d0765,"6.508085523474273,45.24662931509379","6.510631683518998,45.25283853311414",Chemin,,Cailloux + gravier,1067.27,"2,00 m",,,Bon
92377210-d29e-4013-9efd-6a5074830985,"6.521019713189149,45.27455481850311","6.517792669558884,45.27388728932653",Sentier,,,350.8,0,,,
975611f5-98c0-48dd-8aa5-5407f26b44f6,"6.522483557216677,45.25751066027176","6.52445609653492,45.262306953101366",Sentier,,,572.28,0,,,
8b04305f-e1df-4b16-bef0-47add741e49f,"6.517792669558884,45.27388728932653","6.511287466268106,45.269082033812516",Sentier,,,989.38,0,,,
0e5a6a58-4258-4f00-b7fa-4acf73e33922,"6.411919588093501,45.076106825777764","6.410964651255766,45.07568554830558",Chemin,,Cailloux + terre,130.53,"2,00 m",,,Bon
70bea79f-4f17-4a2c-b4ca-ddcfc74cbf04,"6.407036776081437,45.07873170456794","6.406647609512339,45.07923343417672",Inexistant,,Herbe + terre,66.29,,,,Mauvais
47741dc1-8257-442c-a167-a3892a9aeb67,"6.407934999357358,45.07773340097031","6.40708224405404,45.07836918277572",Sentier,,Cailloux + terre,143.37,"1,2 m",,,Mauvais
279d8583-21d1-4cf6-a9d9-86a550308b0e,"6.410953685848002,45.07567237194197","6.409353522472296,45.07561107088534",Sentier,,Cailloux + terre,326.68,"0,4 m",,,Assez bon
4338de70-035d-4589-a084-88c8724eab4e,"6.470586058247774,45.069631852317066","6.470335776294416,45.07295932721476",Sentier,,Cailloux + terre,375.7,"0,4 m",,,Bon
1c4e89d7-931f-4c08-b16c-4136d55fba12,"6.453680045745769,45.08296344827799","6.453493954163203,45.0834744209588",Chemin,,Cailloux + gravier,58.72,"3,5 m",,,Bon
ee88d427-502d-4f2e-b6e1-05728a1cd708,"6.444756567064815,45.08651748545543","6.445909730614128,45.0869927600544",Sentier,,Cailloux + terre,160.24,"0,4 m",,,Bon
d0fecc45-c921-4a95-ad78-d48d34fe8c56,"6.423761249959281,45.113031134715754","6.424238054719871,45.112588819018676",Route,,Goudron,62.67,"3,5 m",,,Bon
4c5ee92a-a5f4-4327-b635-57677abb65c6,"6.481724141915563,45.13080766705838","6.475009899370026,45.12918376983735",Sentier,,Cailloux + terre,883.13,,,,Bon
359c3af9-e0cb-44ca-9811-4b3b6ed3e427,"6.505323825501871,45.14275549348352","6.503535207241683,45.14771907618856",Sentier,,Cailloux + terre,721.96,"1,2 m",,,Bon
95124073-b057-4c99-83e9-0f983279709f,"6.509595656065203,45.14955980630587","6.527632446693518,45.157071112562036",Sentier,,Cailloux + herbe,1974.41,"0,4 m",,,Assez bon
ef1c4232-b7c2-43c6-8d9d-4f1dd01b0307,"6.503535207241683,45.14771907618856","6.509595656065206,45.14955980630583",Sentier,,Cailloux + terre,615.66,"0,4 m",,,Assez bon
6cb50092-e7a5-4484-9543-f1c9d01ecfb8,"6.483852004230798,45.185555369065135","6.485803310805895,45.18602325497353",Sentier,,Cailloux + terre,241.34,"0,4 m",,,Bon
4ad7daf9-67ce-4b66-a7fa-4ec943776a54,"6.494537094689619,45.22475545056486","6.495862315873395,45.22458510527596",Chemin,,Gravier,107.27,"3,5 m",,,Bon
dc284b14-fdb4-4a6f-a3ae-08d1e8ff5429,"6.495695378991052,45.22998100380278","6.495420528295168,45.23211365916375",Sentier,,Herbe,619.75,"0,4 m",,,Mauvais
9731a646-77a7-41bf-a43f-f8726ee69458,"6.521741650340585,45.24935603334596","6.522483557216677,45.25751066027176",Chemin,,Cailloux + gravier,965.11,"2,00 m",,,Bon
83cc680f-683f-4e58-8855-ee74391f15df,"6.513062210283684,45.235319743340064","6.507870303829152,45.24011796731889",Sentier,,Cailloux + terre,703.77,"0,8 m",,,Bon
2e59175d-1254-46a9-8340-c93d454feb41,"6.507870303829152,45.24011796731889","6.506114882206016,45.2399241042248",Sentier,,Herbe,142.81,"0,4 m",,,Mauvais
fc5ce6dc-430a-466f-87e8-513a8cda72a3,"6.507870303829152,45.24011796731889","6.508085523474273,45.24662931509379",Sentier,,Cailloux + terre,1079.38,"0,8 m",,,Bon
20854d98-4f84-4831-841d-eeb83f278b19,"6.513062210283684,45.235319743340064","6.513349131507522,45.23515936659344",Sentier,,Cailloux + herbe,28.93,"0,8 m",,,Bon
28e6580a-152d-424a-ba98-9cd3acb16896,"6.503735028797027,45.24816166310538","6.508085523474273,45.24662931509379",Chemin,,Cailloux + terre,800.43,"2,00 m",,,Bon
07f40fc1-7da2-4e47-a964-b3b3f88f25bd,"6.509093980304073,45.23073422709121","6.508657593439922,45.234466972163894",Sentier,,Cailloux + herbe,1140.4,"0,4 m",,,Mauvais
85e32bcf-1aa6-498c-900f-1740c3caa826,"6.535660067776465,45.23037113685098","6.529121957552134,45.232375263415705",Sentier,,Cailloux + herbe,618.39,"0,8 m",,,Bon
cd78a33c-0f80-414e-a2cc-9a285afea0e3,"6.469171393317309,45.27065692078615","6.464685320100817,45.26251282939818",Sentier,,Cailloux + terre,1162.09,"0,8 m",,,Mauvais
52dcaa4b-ee2e-417f-ad31-3ba6038e1421,"6.466940781775333,45.2635677665932","6.464685320100817,45.26251282939818",Route,,Goudron,365.65,0,,,Bon
583db6fb-f6fe-4d0f-8761-81de9b28afc2,"6.462456871148854,45.13096096981827","6.461818059252264,45.13211549305727",Chemin,,Cailloux + terre,145.48,"3,5 m",,,Bon
b2b9cffc-f08f-4f9b-b70d-7e1c5f4b8571,"6.583163477128787,45.18001224922772","6.576174450363717,45.18031310277737",Sentier,,Goudron,570.39,"1,2 m",,,Bon
57659154-1b15-49c0-acc8-4bce8286129a,"6.583793760960435,45.179817705662465","6.583760926090789,45.18030929044659",Sentier,,,56.94,,,,
550b2f92-e652-4021-91d5-d4ac1dbec6fb,"6.583760926090789,45.18030929044659","6.591169373420391,45.183518060613395",Sentier,,,1100.91,,,,
67fa3612-9411-4a08-b7a3-98859388ca9f,"6.582975519451751,45.18030594275583","6.584443865851502,45.187567352719995",Sentier,,Cailloux + herbe,960.95,"0,8 m",,,Bon
925759eb-bf91-42e7-8f49-ed06a58509db,"6.584443865851502,45.187567352719995","6.577108302004347,45.19088841528761",Sentier,,Cailloux + herbe,1118.83,"0,8 m",,,Bon
8ea7ac1d-32a3-42e0-a2eb-c958ae2cf1dd,"6.457646405982266,45.283249505630636","6.447459783168977,45.28419123387176",Sentier,,Cailloux + terre,1999.75,"0,4 m",,,Assez bon
766272bd-3e6b-44b7-99bd-8cff518e24d3,"6.445570360243183,45.257042292500316","6.457980959014225,45.25810521397158",Sentier,,Cailloux + terre,2945.31,"0,4 m",,,Bon
3d921f86-eb62-4d5e-abd4-bebdf9947c2b,"6.4448756868962,45.26073708782329","6.445570360243183,45.257042292500316",Sentier,,Cailloux + terre,867.78,"0,4 m",,,Assez bon
f2d169bd-ef6f-4dc0-9a69-9d9f141167f3,"6.441548930840626,45.2627358970355","6.443181870655168,45.26732850890421",Inexistant,,Cailloux,575.75,"0,4 m",,,Mauvais
558de16b-ba9b-43c0-86bc-c28982b9ede3,"6.458313011413184,45.24132396931803","6.457625864276726,45.241883642931086",Sentier,,Cailloux + terre,87.98,"1,2 m",,,Bon
cb25bf6f-95f0-4a0f-b5e0-c73b1ceec702,"6.458663692795973,45.24605148227079","6.458227853943481,45.244064534060875",Route,,Goudron,236.57,4,,,Bon
2bc8433e-aaa2-4bfd-b534-ce65db2e5e4b,"6.458227853943481,45.244064534060875","6.457625864276726,45.241883642931086",Sentier,,Herbe + terre,253.91,"0,4 m",,,Bon
be40e58d-f409-42c8-ac33-1378fa088566,"6.460050591441542,45.25077150116782","6.459951200195217,45.24795464151761",Sentier,,Terre,334.86,"0,8 m",,,Bon
5707ff2b-929b-40df-9aee-0d3083566ede,"6.460515197994416,45.254984854201","6.4613929,45.2594656",Sentier,,Cailloux + terre,509.66,"0,4 m",,,Bon
2e35a36d-4e43-41ca-936f-d526f0d6d48e,"6.461307778440045,45.25948044921711","6.462514402672234,45.26218624335357",Sentier,,Cailloux + terre,320.73,"0,4 m",,,Bon
56d37a57-6576-4ff7-b1ac-3f5372fadfbe,"6.477943935497962,45.26298110320789","6.48152897212193,45.26607321485238",Inexistant,,Herbe,515.52,,,,Mauvais
0b58d9ac-e885-4d41-b06d-1a69ff540371,"6.48152897212193,45.26607321485238","6.504244186183033,45.28419663699153",Inexistant,,Herbe,2829-02-01 00:00:00,,,,Mauvais
becd8fa0-bd6c-41b9-b41d-dca2eab610bd,"6.470079242973518,45.25467373339829","6.470437059964318,45.25339777618395",Chemin,,Cailloux + gravier,193.15,"2,00 m",,,Bon
c2ce43d6-299d-4eae-a0bd-ae87f20471a6,"6.470501252492763,45.25335832410826","6.470856594445909,45.25200901691791",Chemin,,Cailloux + gravier,282.64,"2,00 m",,,Bon
f84de3aa-08da-412f-8f5b-fd27882a2e1e,"6.473111022086147,45.256847485199685","6.470079242973518,45.25467373339829",Sentier,,Cailloux + terre,349.94,"0,8 m",,,Assez bon
669f8aa8-5d95-420f-8a09-ecf078847a07,"6.474772964533151,45.26251960130844","6.473289244165851,45.257210624377116",Sentier,,Herbe + terre,929.92,"0,4 m",,,Bon
